iter	MAE	RMSE
183	897.6974903	2964.909316
184	897.2979747	2961.279691
185	896.3693283	2955.493132
186	896.3728058	2953.831324
187	890.3661346	2938.680543
188	884.9766798	2921.293102
189	879.7858556	2905.078936
190	879.2715992	2900.90679
191	878.2042882	2895.158418
192	877.4407405	2890.450453
193	876.4856606	2886.610502
194	870.0083365	2867.378922
195	863.1097692	2845.14053
196	863.016186	2843.42003
197	859.0256978	2829.442562
198	857.9689196	2824.57425
199	857.4780099	2820.496463
200	854.3818917	2807.965673
201	854.2362782	2806.059832
202	854.0441312	2804.014798
203	853.957539	2802.42319
204	853.0338607	2797.308779
205	852.8556556	2795.401007
206	850.3544337	2786.418942
207	847.1232747	2776.25688
208	847.0235666	2775.066967
209	846.0004826	2769.334398
210	846.0568439	2768.232135
211	846.0386129	2766.977187
212	845.7534356	2764.81883
213	845.8240119	2763.897565
214	841.8280361	2745.901873
215	835.5884911	2728.444776
216	834.8078858	2724.146134
217	834.7937808	2723.484121
218	830.9247056	2710.561292
219	830.8757378	2709.757459
220	830.8560989	2709.147211
221	830.7757138	2707.049618
222	830.4550748	2705.067323
223	830.2922343	2704.027645
224	824.2054529	2686.18543
225	819.7810453	2672.275223
226	817.2363028	2661.449503
227	811.942683	2645.789654
228	811.8178145	2644.52222
229	810.626175	2638.863993
230	808.7658734	2630.254884
231	805.2654657	2619.11672
232	802.0822031	2612.192808
233	801.989995	2611.483952
234	801.867102	2610.342745
235	800.8156394	2604.12977
236	796.5117202	2591.708505
237	796.316761	2590.842701
238	792.3602193	2578.346882
239	792.2401803	2577.319377
240	791.0367748	2571.068007
241	790.0958264	2565.559916
242	786.7741668	2556.181188
243	785.541311	2548.463929
244	784.8851919	2545.236289
245	781.3976807	2536.349338
246	777.4532788	2524.990355
247	773.8184933	2514.37982
248	773.5247799	2512.411646
249	769.627838	2503.213061
250	766.4920465	2494.111527
251	766.4635094	2493.710812
252	765.6388499	2489.375114
253	765.4770412	2488.572708
254	761.9302421	2481.071688
255	760.2803591	2474.828408
256	758.3782881	2464.815306
257	757.6526886	2460.107053
258	757.5531006	2459.493771
259	754.4835914	2448.155341
260	754.292421	2447.270035
261	754.0992297	2446.428963
262	753.5130907	2443.359424
263	750.9955675	2436.677117
264	748.4414576	2427.96759
265	745.939255	2420.298327
266	743.7383824	2413.65492
267	742.9702783	2407.973408
268	741.8975837	2402.873614
269	739.9706249	2397.675685
270	739.8657579	2397.174214
271	739.7583316	2396.68903
272	738.5355657	2390.113283
273	738.3996659	2389.508237
274	737.2413667	2384.516623
275	737.1667607	2384.194665
276	736.988074	2382.531463
277	735.0201173	2374.860285
278	733.2082361	2369.132392
279	732.8053459	2366.579772
280	729.8285041	2359.462272
281	728.7552813	2355.140243
282	726.6889623	2348.067217
283	726.5500221	2346.435463
284	723.9293336	2339.107043
285	722.7334557	2334.243895
286	722.6700155	2333.909958
287	721.0532293	2329.143648
288	720.6087352	2326.694234
289	718.194555	2319.40761
290	716.7871014	2315.235901
291	715.1839303	2310.513658
292	714.1799119	2308.583128
293	712.6438024	2302.143221
294	711.9056316	2298.825328
295	711.5170473	2297.228686
296	710.1721986	2294.384408
297	710.1690589	2294.096054
298	710.1133224	2293.867252
299	710.0619427	2293.644789
300	709.6052548	2291.285751
301	708.4397172	2287.471657
302	707.5520516	2283.745468
303	707.3671647	2283.214807
304	706.039633	2279.57266
305	705.9938157	2279.376533
306	705.8810843	2278.933353
307	704.0760599	2273.572031
308	703.689423	2272.015148
309	702.3889399	2268.207321
310	699.3565737	2258.990415
311	699.3121126	2258.817829
312	699.0073906	2257.134279
313	698.6454093	2254.985824
314	698.2408768	2252.657183
315	696.4090275	2247.915315
316	694.7474998	2242.256496
317	694.3552943	2239.899834
318	692.6626823	2232.133718
319	692.6828881	2231.965739
320	691.8209332	2229.831247
321	688.8692555	2224.339955
322	687.6556825	2220.988322
323	687.5376759	2220.556082
324	686.3325176	2217.12459
325	686.2805152	2216.903818
326	686.2225498	2216.681021
327	686.2085573	2215.604166
328	685.8733076	2213.370797
329	685.6752138	2212.978453
330	685.6083245	2212.782477
331	685.626337	2212.633649
332	685.2130936	2211.215138
333	685.155737	2211.058696
334	683.6957685	2206.246171
335	681.429984	2200.759434
336	680.6211335	2198.953097
337	680.0861087	2196.021298
338	677.8037148	2187.930626
339	676.4594472	2182.966741
340	675.104473	2177.24334
341	674.3893141	2175.571862
342	672.7796182	2169.847377
343	672.6431091	2168.688217
344	671.728737	2165.80334
345	671.6728632	2165.579806
346	670.2025077	2159.714725
347	668.0218753	2154.689311
348	667.9923494	2154.534236
349	667.4197875	2152.791366
350	666.9419669	2151.129374
351	664.5854342	2145.130874
352	664.1934808	2144.064317
353	663.7792237	2141.542524
354	663.5621314	2140.135219
355	661.3941753	2135.376654
356	660.8232762	2133.801208
357	659.8237112	2129.390441
358	659.3159565	2127.120247
359	657.6828015	2122.662415
360	656.2515861	2118.191831
361	654.2923805	2114.205307
362	653.8841834	2112.691726
363	653.6844052	2111.933434
364	652.3150882	2106.74584
365	651.9116932	2104.765948
366	649.5910043	2099.421009
367	649.2168262	2098.135326
368	648.5864562	2094.334355
369	647.6447992	2091.225973
370	645.18664	2084.328303
371	643.9920872	2079.35711
372	643.126054	2076.674198
373	642.3948842	2074.18619
374	642.093185	2073.424256
375	642.0062277	2073.185483
376	640.7242139	2067.395029
377	638.6751509	2063.812799
378	638.5887751	2063.519343
379	638.4484043	2063.255999
380	638.2820882	2062.297366
381	636.6940164	2055.316792
382	635.528922	2050.90939
383	634.742549	2044.913809
384	632.5492956	2039.948663
385	632.5295119	2039.890497
386	632.020458	2036.440076
387	631.2677213	2031.807586
388	630.7657421	2030.009031
389	629.104167	2023.798842
390	628.6136965	2021.784383
391	627.9023908	2020.07256
392	625.7172658	2013.883021
393	624.2674484	2004.038356
394	623.5317826	2000.968497
395	621.9782503	1996.991436
396	620.9503423	1993.868947
397	619.5416124	1991.762321
398	617.9017903	1986.278957
399	617.7354037	1985.334027
400	617.581581	1984.428381
401	615.6344999	1977.894108
402	614.7637247	1974.602497
403	612.8343408	1969.913887
404	612.8136271	1969.8638
405	612.0636054	1967.503683
406	611.8736145	1966.765012
407	611.8663702	1966.630011
408	610.7118169	1961.606713
409	610.5012518	1961.099632
410	608.4799331	1954.925802
411	606.9807815	1948.408218
412	606.9643768	1948.366303
413	605.9049778	1942.569213
414	605.6902383	1941.561906
415	605.5836719	1940.878636
416	605.0200036	1939.926449
417	603.9918065	1936.249526
418	602.3334646	1931.276518
419	601.7922053	1930.40395
420	599.9761355	1920.938281
421	598.1430084	1915.617443
422	597.1271808	1910.896584
423	596.3277203	1906.144263
424	594.1823764	1900.792835
425	594.161354	1900.738796
426	592.358219	1894.922465
427	592.2624057	1894.603201
428	591.0345839	1890.712584
429	589.5910056	1883.795228
430	589.3009549	1883.191155
431	588.1849872	1880.015825
432	588.078791	1879.374431
433	586.575506	1873.542543
434	586.343561	1872.043869
435	586.3223737	1871.992034
436	584.6678684	1868.572131
437	583.2906803	1863.847341
438	582.8057233	1863.036664
439	581.0850678	1858.459701
440	580.2591413	1855.76524
441	579.5423299	1851.431141
442	578.5119859	1847.444649
443	577.4093481	1842.550696
444	576.9603083	1841.805423
445	576.9158921	1841.699238
446	576.9051092	1841.672597
447	575.9958471	1838.474277
448	575.9907884	1838.42758
449	574.1598945	1829.523278
450	573.9383706	1828.329573
451	572.724323	1822.805745
452	571.8282471	1819.976142
453	570.0716227	1813.259374
454	569.1542081	1809.501555
455	568.1951861	1804.387561
456	567.1097957	1801.112839
457	565.8188146	1798.205015
458	564.8189377	1795.404472
459	563.6752505	1792.656958
460	562.2419526	1786.417131
461	561.14712	1782.192033
462	560.0158964	1779.331988
463	558.9957348	1775.408687
464	557.3748257	1768.850814
465	556.647892	1766.741
466	555.5027797	1762.037989
467	554.0344649	1758.869558
468	552.5856448	1752.707104
469	551.333391	1747.208571
470	550.2276907	1741.810101
471	549.4101108	1739.478667
472	548.7634687	1737.121413
473	547.6804235	1732.753528
474	546.5635243	1727.986428
475	545.222095	1725.223392
476	543.6625154	1720.6436
477	543.2702051	1718.471282
478	542.159244	1713.18681
479	541.1881673	1710.261906
480	541.077571	1709.983403
481	539.9963332	1708.067958
482	538.4903496	1701.389392
483	537.4890409	1699.13528
484	536.3467549	1695.371922
485	535.389026	1691.094709
486	534.7253644	1688.264567
487	533.0960498	1683.619168
488	532.2710292	1681.536979
489	531.4246269	1677.976898
490	530.0780223	1673.281092
491	529.7168737	1671.951791
492	529.2934245	1669.687397
493	527.2926812	1661.455682
494	526.035534	1655.854106
495	524.8584622	1652.376996
496	523.9483017	1649.460451
497	522.9442227	1644.07144
498	521.5976331	1639.480026
499	520.4590814	1634.527122
500	520.0073161	1632.910768
501	518.7653171	1628.031235
502	518.0439142	1625.484176
503	517.3327665	1621.863611
504	516.8626504	1620.029662
505	515.7568865	1614.840097
506	514.9741805	1612.934192
507	514.5766697	1610.876079
508	514.4505935	1610.360285
509	514.0700445	1609.194278
510	512.8017097	1603.557543
511	512.1408737	1601.582667
512	510.8266141	1598.098203
513	510.4006109	1596.471813
514	509.678204	1593.124131
515	508.6445795	1588.65949
516	507.4685975	1585.290422
517	506.7978801	1583.210604
518	506.7728415	1583.163652
519	506.5017917	1581.94148
520	505.8714763	1579.004168
521	505.1545677	1576.807145
522	504.2187595	1573.298805
523	503.1906303	1570.911629
524	502.719241	1569.422004
525	502.0971267	1567.737698
526	501.2072508	1564.670309
527	500.5564459	1562.81785
528	500.5373525	1562.783595
529	499.5110537	1560.129835
530	499.4409737	1559.954904
531	498.8259003	1556.143058
532	498.0498322	1553.48862
533	496.8402941	1549.522665
534	496.429877	1547.276875
535	495.1811239	1543.777398
536	494.138579	1541.495429
537	493.1514616	1539.093417
538	492.5873782	1537.336752
539	491.7768092	1534.955662
540	490.9601881	1531.392202
541	489.7819242	1526.413047
542	489.2008684	1523.672119
543	488.5331555	1521.785675
544	487.9153852	1518.830394
545	486.8046098	1513.725596
546	486.5691092	1512.941853
547	486.0565531	1511.084108
548	485.6409781	1509.613999
549	485.2977549	1508.3029
550	484.6622806	1506.286256
551	483.8499195	1503.728636
552	482.9423531	1498.907441
553	482.1081813	1496.492667
554	481.3307806	1493.592225
555	480.8337274	1492.766072
556	479.676931	1486.3628
557	478.8361723	1482.426986
558	477.8358464	1476.980562
559	477.332653	1475.601027
560	476.3687597	1471.154563
561	475.3708619	1468.478348
562	474.1843729	1461.934337
563	473.0121153	1454.842051
564	472.5432206	1453.387397
565	471.3803353	1446.689176
566	470.8377447	1444.908518
567	470.0780974	1441.16712
568	468.8160771	1437.700866
569	468.0507172	1435.033189
570	467.9188674	1434.573982
571	467.4094679	1433.136287
572	466.8643791	1431.614879
573	465.9963545	1427.920127
574	464.9777348	1421.893024
575	464.6505196	1420.919995
576	464.2039907	1419.879868
577	463.1873121	1413.757691
578	461.9755303	1410.180425
579	461.0047136	1406.574663
580	460.9880663	1406.553385
581	460.3146714	1404.730435
582	459.8419225	1403.452485
583	459.0554364	1400.641266
584	458.1531384	1398.211608
585	457.1151887	1394.356699
586	456.1999711	1392.146297
587	455.7872015	1391.116911
588	454.5399414	1384.179336
589	454.0807107	1383.059963
590	453.9058327	1382.472965
591	453.1197099	1379.678775
592	452.5173308	1377.176168
593	451.7969099	1372.578943
594	451.5950217	1371.718072
595	451.1417729	1370.134073
596	450.6849829	1368.582953
597	450.2190895	1366.393319
598	449.8346744	1365.170232
599	449.5396148	1364.232655
600	448.8733225	1361.997463
601	448.0532019	1359.683295
602	447.1032129	1356.131796
603	447.0859816	1356.101973
604	447.0679424	1356.072553
605	446.1292621	1353.456219
606	445.4889939	1348.972741
607	445.0803544	1347.665814
608	444.0470855	1344.47475
609	443.1370385	1341.316464
610	442.6553131	1339.953841
611	441.4359003	1336.531994
612	440.1750628	1331.051916
613	439.4167189	1327.925967
614	439.4028288	1327.89911
615	439.2034435	1327.279716
616	438.4025542	1325.157426
617	438.0475997	1323.957642
618	437.1790835	1318.782846
619	436.6462432	1316.167536
620	436.3885611	1315.203035
621	435.7438212	1313.380483
622	435.3337809	1312.131826
623	434.4022008	1308.770601
624	433.6460691	1305.781559
625	433.1919944	1304.284014
626	432.9380132	1303.618794
627	432.0996685	1298.765336
628	430.9104385	1292.597287
629	430.0990414	1289.487314
630	429.1335898	1283.856111
631	428.8513769	1283.141989
632	428.4563525	1281.825002
633	428.0004091	1280.73642
634	427.3968715	1278.028793
635	426.5717029	1274.421713
636	426.1797204	1273.338954
637	425.6205324	1271.590623
638	425.1235719	1270.269107
639	423.9626475	1263.996217
640	423.1918932	1261.735904
641	422.9686827	1261.071095
642	422.2827935	1259.014493
643	421.5371852	1256.297728
644	420.6439333	1251.030856
645	419.9862741	1249.245251
646	419.6291217	1247.587578
647	419.0676233	1244.928249
648	418.1411022	1239.745285
649	417.7807357	1238.200944
650	416.874102	1232.688114
651	416.6320857	1231.973647
652	416.1078574	1230.467072
653	415.686348	1229.393115
654	414.6801867	1226.752324
655	414.1130172	1225.220798
656	413.7278037	1223.929336
657	413.0386723	1220.453812
658	412.6599492	1218.43717
659	412.126778	1216.199813
660	411.8571379	1215.097233
661	411.2369579	1211.142246
662	410.8202065	1210.164862
663	409.7934436	1206.882811
664	409.5319657	1206.43027
665	409.4190673	1206.134318
666	408.6269588	1203.338947
667	407.837314	1199.055458
668	407.4371874	1196.839594
669	406.816552	1195.262317
670	405.8550908	1190.637615
671	405.3039679	1188.991419
672	405.1071577	1188.201417
673	404.5090459	1186.710956
674	403.9672124	1183.217122
675	403.5383008	1181.099243
676	403.3207526	1180.40087
677	403.1743449	1180.123441
678	402.8500854	1179.295353
679	402.6083817	1178.628192
680	402.0373445	1176.100617
681	401.1162833	1171.139074
682	400.7032669	1169.589117
683	400.3896774	1168.622639
684	399.9925632	1167.741564
685	399.3667572	1166.096358
686	399.0522876	1165.290394
687	398.6377933	1164.018532
688	398.3067599	1162.958693
689	397.3127265	1159.500106
690	396.6880819	1157.345035
691	396.0630451	1155.644045
692	395.3616281	1154.004061
693	395.2520352	1153.661951
694	395.0298825	1153.080403
695	394.811596	1152.584803
696	394.3103589	1149.857114
697	393.6386083	1148.711525
698	393.3512558	1147.589546
699	392.7018849	1145.806713
700	392.1546747	1143.138212
701	391.691511	1140.222562
702	391.3223767	1139.021219
703	390.5418795	1134.311855
704	389.8899036	1130.830328
705	389.4012699	1129.84941
706	388.8030278	1128.15356
707	388.1463044	1125.781054
708	387.4539442	1123.508407
709	386.7022093	1121.108408
710	386.4663443	1120.279424
711	385.9665873	1118.575628
712	385.3848446	1116.855792
713	384.8911459	1115.618102
714	383.9567343	1110.690977
715	383.4819901	1109.110927
716	382.9435484	1107.511231
717	382.7003476	1106.509286
718	381.7890348	1103.190828
719	381.2549307	1101.658791
720	380.8669673	1100.176533
721	380.4524958	1098.799471
722	379.6378148	1095.866709
723	378.8969803	1093.032537
724	378.2794577	1090.633721
725	377.9210278	1089.476186
726	377.3637878	1088.179084
727	377.0699837	1087.312658
728	376.3992552	1085.552322
729	375.1659663	1080.702712
730	374.2482867	1077.339102
731	373.8564797	1075.883345
732	373.5249962	1074.129182
733	372.5918989	1070.407569
734	372.1805969	1069.055722
735	371.8692224	1068.133704
736	371.166805	1066.019479
737	370.6927173	1064.32037
738	370.2512684	1063.381829
739	369.7104387	1061.566772
740	369.040901	1060.151447
741	368.733943	1059.591442
742	368.5651018	1058.991787
743	368.0863082	1057.426387
744	367.71329	1055.363735
745	367.3769036	1054.559854
746	367.0466208	1053.729401
747	366.9438897	1053.253937
748	365.9928307	1050.481666
749	365.5922465	1049.478448
750	365.2315877	1048.200581
751	364.6072239	1045.418012
752	364.1806699	1043.989138
753	363.2575205	1040.842517
754	362.7486203	1039.470341
755	362.2961652	1037.55118
756	362.0093929	1036.702078
757	361.6168587	1035.69786
758	360.9376421	1033.74937
759	360.5052092	1032.837446
760	360.0756375	1031.014265
761	359.700398	1029.69625
762	359.4629919	1029.006479
763	359.1332298	1028.32211
764	358.9374591	1027.714166
765	358.0279226	1024.635824
766	357.6477935	1023.519867
767	357.2480516	1021.999
768	356.8156789	1020.630394
769	356.0916839	1017.54594
770	355.7397129	1016.403409
771	355.2404106	1015.392678
772	354.7207904	1014.502696
773	354.2450799	1013.158555
774	353.6296361	1011.506935
775	353.2374125	1010.483641
776	352.8280822	1009.496679
777	352.5080002	1008.546321
778	351.7380587	1005.303246
779	350.8355828	1000.852986
780	350.2506973	997.9386837
781	349.5048809	995.1365717
782	349.2588427	994.4732985
783	348.4036281	991.9013712
784	347.854439	990.2230583
785	347.7848825	990.0047848
786	347.5598283	989.5016584
787	346.9723685	988.1144713
788	346.8150802	987.4003802
789	346.5386256	986.8561948
790	346.2356634	986.2030124
791	345.8532936	984.8360441
792	345.5170074	984.1822606
793	344.7508626	981.8427049
794	344.2179442	978.8841517
795	344.1397104	978.5243312
796	343.7032005	976.723017
797	343.1023912	973.3994031
798	342.4987188	969.6269408
799	342.148965	968.345395
800	341.9135974	967.6175916
801	341.6305437	966.989959
802	341.3757308	966.1136894
803	341.045531	965.2098494
804	340.3367251	962.2460479
805	339.7850555	960.6021879
806	339.6762115	960.2437479
807	339.1321231	958.87223
808	338.9108897	958.260744
809	338.5711552	957.346421
810	338.3568002	956.6226548
811	337.9880206	955.8792341
812	337.7353156	955.0243561
813	337.3816777	953.6336131
814	336.9190664	951.559571
815	336.5588512	950.7826544
816	336.1494384	949.5925245
817	335.5419709	947.3513278
818	335.3651546	946.7794127
819	335.1598831	946.0482218
820	334.9544226	944.7875573
821	334.3228186	940.9936596
822	334.2492214	940.8353565
823	333.832423	939.6593169
824	333.7665414	939.5205816
825	333.2700623	938.5976064
826	333.0085992	937.9588431
827	332.444783	936.3742961
828	332.0070258	935.0169927
829	331.7946228	934.4948731
830	331.3606358	932.176976
831	331.1333186	931.6743537
832	330.6855444	929.4943109
833	330.27466	927.7091175
834	330.2540617	927.6814895
835	330.2293022	927.6534197
836	329.872874	925.7020204
837	329.5218659	924.2742703
838	329.1805766	923.4511792
839	328.9461096	922.9024576
840	328.7094168	922.3258794
841	328.2802621	920.8062524
842	327.7992287	918.7942337
843	327.5225974	918.2232126
844	327.0790707	916.9574193
845	326.7778177	915.5619767
846	326.1889849	913.7507848
847	325.9697875	913.0796634
848	325.5336126	911.6547904
849	325.4779057	911.5237556
850	325.1053296	910.064865
851	325.0834318	910.0319628
852	324.9501724	909.7499919
853	324.7875697	909.293088
854	324.566253	908.7391906
855	324.1033246	907.4965025
856	323.8868306	906.8558161
857	323.5020892	905.052195
858	323.3021032	904.372962
859	323.2660956	904.28844
860	323.003621	903.7409154
861	322.772389	902.9563268
862	322.3719315	901.1357247
863	321.9214634	899.38807
864	321.7498152	898.8811693
865	321.5779531	898.3177304
866	321.41739	897.385947
867	321.0965648	896.2506046
868	320.5356058	894.4017446
869	320.3216208	893.819607
870	320.0986364	893.1380655
871	319.8663114	892.7395569
872	319.5396829	891.6322515
873	319.5258788	891.6023543
874	318.7690698	888.4836179
875	318.3128697	886.9692218
876	317.9775426	885.6983915
877	317.4213431	883.768146
878	317.1483965	883.0539255
879	317.1447381	883.0500328
880	316.6398032	881.477986
881	316.3911858	881.0795952
882	316.1407569	880.6543309
883	316.0201519	880.1784152
884	315.9133717	879.8074622
885	315.677054	879.247736
886	315.3135323	876.8298831
887	315.3080484	876.823764
888	314.5659321	874.0395521
889	314.2100646	872.7432198
890	313.7922149	871.0345857
891	313.4163433	869.7994417
892	312.8053551	866.3034838
893	312.8008312	866.2976839
894	312.6716427	865.860282
895	312.4308653	865.0530877
896	311.9843287	863.7107727
897	311.7470079	863.4306273
898	311.2156431	860.3527417
899	310.7916687	858.5143167
900	310.7744934	858.4829453
901	310.7471543	858.3996213
902	310.7071621	858.2866386
903	310.4510699	857.0288856
904	310.1602657	856.6284956
905	309.7575322	855.6646647
906	309.3261155	852.5568223
907	309.2005015	852.2084076
908	308.6907547	850.583886
909	308.6739636	850.5473152
910	308.4851868	850.0711369
911	308.0145	848.3909213
912	307.9275074	848.1172788
913	307.7928203	847.7761682
914	307.3006597	845.1541834
915	307.0326707	844.2419981
916	306.4542663	841.3467211
917	306.4424062	841.3256604
918	306.3292028	840.8743652
919	305.8198855	839.4829542
920	305.4444732	838.8897636
921	305.4311273	838.8692995
922	304.838516	836.8274977
923	304.6949923	836.4126302
924	304.2251029	834.7865454
925	303.726646	831.7966656
926	303.3500362	830.710137
927	303.1775716	829.899874
928	303.034793	829.5970896
929	302.9437955	829.3026595
930	302.8975005	829.1859911
931	302.7581461	828.8232518
932	302.3820514	827.6080588
933	302.1579362	827.1431624
934	301.7802332	824.8386715
935	301.3330599	822.0677121
936	301.1117553	821.2739448
937	300.756739	820.0967508
938	300.3503683	818.6326845
939	300.006209	817.7423079
940	299.5407708	816.1851329
941	299.1316471	815.1989641
942	298.7582381	814.1808012
943	298.748579	814.1395254
944	298.2049928	812.2544453
945	297.6867099	810.7643779
946	297.4393263	810.110276
947	297.2641591	809.6035617
948	296.9966668	809.0005961
949	296.6830767	808.0719249
950	296.1758803	806.3663437
951	295.9331942	805.8298213
952	295.7236572	805.3326348
953	295.6136848	805.0808607
954	295.2640837	804.2009711
955	295.1689419	803.9771445
956	294.8420048	803.2946814
957	294.4452487	801.2839473
958	294.2474399	800.8066545
959	293.8380057	799.4869219
960	293.5904286	798.8173894
961	293.4247656	798.4479148
962	293.0282341	796.499267
963	292.7822389	795.0439968
964	292.2837162	792.6400359
965	292.223468	792.4021728
966	291.7463308	790.906625
967	291.3861957	789.8071154
968	290.9517389	788.6253095
969	290.7393845	787.1761632
970	290.4591141	786.1009573
971	290.1444902	785.2254533
972	289.7762256	783.0990488
973	289.6015071	782.6861256
974	289.3053055	781.9780925
975	289.1305321	781.5503817
976	288.8949462	780.7723457
977	288.5874947	779.7945113
978	288.1599129	778.1367168
979	287.8295887	777.2346891
980	287.6736756	776.8138134
981	287.2228104	775.5365401
982	287.0607492	775.1127571
983	286.9118463	774.7999449
984	286.7626331	774.4332715
985	286.4363237	773.5374636
986	285.8797029	771.5609191
987	285.4905541	769.8258628
988	285.2127265	769.3289406
989	284.9515849	768.6965257
990	284.507667	767.4471342
991	284.2508283	766.8979063
992	283.9539123	765.9569324
993	283.5448384	764.9399998
994	282.960472	762.5014816
995	282.6078307	761.4877421
996	282.2831383	760.7392334
997	281.9700164	759.2949874
998	281.4195691	757.4439009
999	281.3891907	757.3599622
